"_time","oracle_error_code","oracle_error_desc"
"2019-06-25T21:06:15.559-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T21:06:08.559-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T21:06:01.402-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T21:05:54.398-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T15:05:35.214-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:05:33.366-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:05:26.336-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:05:19.306-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:05:12.276-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:05:11.555-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:05:02.364-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T15:04:55.354-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T15:04:48.350-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T15:04:41.345-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:59:59.938-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:58.081-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:51.061-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:44.057-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:37.037-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:30.032-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T15:00:01.356-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:53.666-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:45.959-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:38.269-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:55.824-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:53.734-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:46.027-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:38.338-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:30.631-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:22.941-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:58:14.632-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:58:07.633-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:58:00.634-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:57:53.635-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:59:17.340-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:16.655-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:08.948-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:59:01.259-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T14:58:52.661-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:58:44.971-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:57:20.881-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:57:13.877-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:57:06.873-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:56:59.869-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:56:47.447-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:56:40.448-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:56:33.449-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:56:26.450-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:54:50.877-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:54:43.873-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:54:36.869-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:54:29.865-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T14:38:33.133-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:38:33.133-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:38:13.273-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:38:13.258-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:15:41.232-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:15:41.232-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:15:37.893-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T14:15:37.877-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:27:33.812-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:27:33.807-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:26:47.220-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:26:47.220-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:25:08.798-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:25:08.798-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:24:24.228-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:24:24.228-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:24:13.230-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T11:24:13.199-0400","ORA-00001","unique constraint (DTV.PK_ELC_INV_ADJ_DATA) violated"
"2019-06-25T09:35:03.433-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:35:01.467-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:54.463-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:47.459-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:40.454-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:33.450-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:36:31.273-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T09:36:24.269-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T09:36:17.265-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:36:10.260-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:36:03.256-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:35:56.251-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:35:49.247-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:35:42.242-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:35:03.224-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:56.220-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:49.215-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T09:34:42.210-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T07:40:37.820-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:35.886-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:28.866-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:21.861-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:14.842-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:07.837-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:02.783-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:01.551-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:53.829-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:46.824-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:39.805-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:32.800-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:41:11.886-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:41:04.882-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:57.862-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:50.858-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:43.838-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:36.833-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:29.814-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:22.809-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:15.789-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:08.785-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:40:01.781-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:54.776-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:47.756-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:40.752-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:14.170-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:14.170-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T07:39:00.084-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T07:38:53.079-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T07:38:46.075-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T07:38:39.071-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:35:58.628-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:56.787-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:49.705-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:42.700-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:35.680-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:28.676-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:23.606-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:22.374-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:15.229-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:08.224-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:35:01.205-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:34:54.200-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T06:00:12.586-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T06:00:05.581-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:43:07.523-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:43:05.526-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:42:58.521-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:42:51.517-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:42:44.512-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:42:37.508-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:41:09.430-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:41:02.425-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:40:55.421-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:40:48.417-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T05:43:18.287-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:43:11.024-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:43:12.237-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T05:43:04.975-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T06:10:32.614-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T06:10:25.610-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T06:10:18.387-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T06:10:11.382-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T03:18:05.475-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:58.304-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:51.132-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:43.961-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:34.899-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:27.894-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:20.890-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:13.885-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:17:04.837-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:57.833-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:50.829-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:43.824-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:27.226-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:20.221-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:13.217-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:16:06.213-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:15:57.196-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:19:08.355-0400","ORA-00942","table or view does not exist"
"2019-06-25T03:19:08.355-0400","ORA-00942","table or view does not exist"
"2019-06-25T03:18:33.162-0400","ORA-00942","table or view does not exist"
"2019-06-25T03:18:33.147-0400","ORA-00942","table or view does not exist"
"2019-06-25T03:17:00.436-0400","ORA-00942","table or view does not exist"
"2019-06-25T03:17:00.436-0400","ORA-00942","table or view does not exist"
"2019-06-25T03:15:50.191-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:15:43.187-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:15:36.183-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:14:06.972-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:59.663-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:32.431-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:30.478-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:23.169-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:15.861-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:08.552-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:13:01.243-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:12:49.084-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T03:12:41.776-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T03:12:34.467-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T03:12:27.159-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T03:10:33.819-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:10:26.496-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:10:19.157-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:10:11.834-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:09:09.124-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:09:07.526-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:09:00.187-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:08:52.864-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T03:08:45.084-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:08:37.762-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:08:28.720-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:08:21.715-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:08:14.711-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T03:08:07.707-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:53:20.590-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:53:12.524-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:52:46.213-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:52:46.197-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:52:28.655-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:52:28.639-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:47:24.416-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:47:18.235-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:47:10.373-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:47:02.494-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:54.632-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:53.931-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:46.069-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:31.326-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:23.464-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:08.633-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:46:00.771-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:45:52.909-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:45:45.047-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:47:16.554-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:47:08.675-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:47:00.813-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:53.791-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:52.460-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:44.581-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:36.719-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:28.840-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:20.978-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:46:10.121-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:46:02.259-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:45:54.362-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:45:46.500-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:45:33.833-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:45:33.817-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:44:54.940-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:44:54.925-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:05.753-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:05.738-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:31.428-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:31.413-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:40:41.023-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:39.052-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:41:05.005-0400","ORA-00001","unique constraint (DTV.PK_LOC_ORG_HIERARCHY) violated"
"2019-06-25T02:41:04.958-0400","ORA-00001","unique constraint (DTV.PK_LOC_ORG_HIERARCHY) violated"
"2019-06-25T02:40:44.074-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:42:14.028-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:14.012-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:58.803-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:42:58.803-0400","ORA-00942","table or view does not exist"
"2019-06-25T02:40:32.028-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:25.004-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:17.980-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:10.956-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:05.903-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:39:59.770-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:39:42.828-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T02:39:35.804-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T02:39:27.247-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:39:20.223-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:39:13.199-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:39:06.175-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:40:37.050-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:30.025-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:23.001-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:13.318-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:13.224-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:40:06.200-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:39:59.176-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:39:50.259-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T02:39:43.235-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T02:39:34.240-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:39:27.216-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:39:20.192-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:39:13.167-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T02:38:50.881-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:43.874-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:43.827-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:43.827-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:14.632-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:07.625-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:02.585-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:00.759-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:37:53.753-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:37:46.746-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:37:39.740-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:50.881-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:43.874-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:43.843-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:43.843-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:18.829-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:11.823-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:03.568-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:38:02.881-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:37:55.875-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:37:48.869-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:37:41.862-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T02:32:58.789-0400","ORA-01033","ORACLE initialization or shutdown in progress"
