"_time","oracle_error_code","oracle_error_desc"
"2019-06-25T19:12:20.723-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T19:12:13.716-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:12:06.709-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:10:39.223-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:10:32.223-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:10:25.224-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:11:38.704-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:11:36.707-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:11:29.703-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:11:22.698-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:11:15.694-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:11:08.689-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:09:18.637-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:09:18.637-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:09:18.637-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:09:18.637-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:09:18.637-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:10:18.224-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T19:04:18.625-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:04:18.625-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:04:18.625-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:04:18.625-0400","ORA-00942","table or view does not exist"
"2019-06-25T19:04:18.625-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:59:18.690-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:59:18.690-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:59:18.690-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:59:18.674-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:59:18.674-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:54:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:54:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:54:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:54:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:54:18.636-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:49:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:49:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:49:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:49:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:49:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:44:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:44:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:44:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:44:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:44:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:39:18.636-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:39:18.636-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:39:18.636-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:39:18.636-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:39:18.636-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:34:18.645-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:34:18.645-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:34:18.645-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:34:18.645-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:34:18.645-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:29:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:29:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:29:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:29:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:29:18.629-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:24:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:24:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:24:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:24:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:24:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:14:18.654-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:14:18.654-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:14:18.654-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:14:18.654-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:14:18.654-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:09:18.630-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:09:18.630-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:09:18.630-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:09:18.630-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:09:18.630-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:04:18.660-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:04:18.660-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:04:18.660-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:04:18.660-0400","ORA-00942","table or view does not exist"
"2019-06-25T18:04:18.660-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:59:18.634-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:59:18.634-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:59:18.634-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:59:18.634-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:59:18.634-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:54:18.647-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:54:18.647-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:54:18.647-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:54:18.647-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:54:18.647-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:49:18.659-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:49:18.659-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:49:18.659-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:49:18.659-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:49:18.659-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:44:18.648-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:44:18.648-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:44:18.648-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:44:18.648-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:44:18.648-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:39:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:39:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:39:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:39:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:39:18.633-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:34:18.649-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:34:18.649-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:34:18.649-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:34:18.649-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:34:18.649-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:29:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:29:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:29:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:29:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:29:18.651-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:24:18.640-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:24:18.640-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:24:18.640-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:24:18.640-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:24:18.640-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:19:18.627-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:14:18.673-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:14:18.673-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:14:18.673-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:14:18.657-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:14:18.657-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:09:18.631-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:09:18.631-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:09:18.631-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:09:18.631-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:09:18.631-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:04:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:04:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:04:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:04:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T17:04:18.628-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:59:18.780-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:59:18.780-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:59:18.764-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:59:18.764-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:59:18.764-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:54:42.295-0400","ORA-01775","looping chain of synonyms"
"2019-06-25T16:54:42.295-0400","ORA-01775","looping chain of synonyms"
"2019-06-25T16:54:32.191-0400","ORA-01775","looping chain of synonyms"
"2019-06-25T16:54:32.191-0400","ORA-01775","looping chain of synonyms"
"2019-06-25T16:54:22.213-0400","ORA-01775","looping chain of synonyms"
"2019-06-25T16:54:22.213-0400","ORA-01775","looping chain of synonyms"
"2019-06-25T16:54:16.893-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:54:16.893-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:54:16.893-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:48:25.926-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:24.007-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:16.984-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:09.973-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:02.949-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:47:55.940-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:25.363-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:18.359-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:11.354-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:48:04.350-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:47:57.330-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:47:50.325-0400","ORA-01033","ORACLE initialization or shutdown in progress"
"2019-06-25T16:47:30.320-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T16:47:23.312-0400","ORA-12528","TNS:listener: all appropriate instances are blocking new connections"
"2019-06-25T16:47:16.303-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:47:09.291-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:45.990-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:44.087-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:37.082-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:30.078-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:23.073-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:16.069-0400","ORA-12505","TNS:listener does not currently know of SID given in connect descriptor"
"2019-06-25T16:46:08.791-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:46:08.791-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:46:08.791-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:46:08.791-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:46:08.791-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:41:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:41:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:41:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:41:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:41:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:36:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:36:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:36:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:36:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:36:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:31:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:31:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:31:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:31:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:31:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:26:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:26:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:26:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:26:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:26:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:21:08.817-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:21:08.817-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:21:08.817-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:21:08.817-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:21:08.817-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:16:08.801-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:16:08.801-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:16:08.801-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:16:08.801-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:16:08.801-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:11:08.790-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:11:08.790-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:11:08.790-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:11:08.790-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:11:08.790-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:06:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:06:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:06:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:06:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:06:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:01:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:01:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:01:08.877-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:01:08.861-0400","ORA-00942","table or view does not exist"
"2019-06-25T16:01:08.861-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:51:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:51:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:51:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:51:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:51:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:46:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:46:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:46:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:46:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:46:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:41:08.914-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:41:08.914-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:41:08.914-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:41:08.914-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:41:08.914-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:36:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:36:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:36:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:36:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:36:08.786-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:31:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:31:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:31:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:31:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:31:08.789-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:26:08.807-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:26:08.807-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:26:08.807-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:26:08.807-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:26:08.807-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:21:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:21:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:21:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:21:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:21:08.793-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:16:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:16:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:16:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:16:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:16:08.794-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:11:08.795-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:11:08.795-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:11:08.795-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:11:08.795-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:11:08.795-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:06:08.805-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:06:08.805-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:06:08.805-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:06:08.805-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:06:08.805-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:01:08.874-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:01:08.811-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:01:08.811-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:01:08.811-0400","ORA-00942","table or view does not exist"
"2019-06-25T15:01:08.811-0400","ORA-00942","table or view does not exist"
"2019-06-25T14:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T14:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T14:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T14:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T14:56:08.787-0400","ORA-00942","table or view does not exist"
"2019-06-25T14:51:08.793-0400","ORA-00942","table or view does not exist"
