_time,oracle_error_code,oracle_error_desc,date,time
2019-06-23T03:55:04.662-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:55:04
2019-06-23T03:54:42.320-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:42
2019-06-23T03:54:40.371-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:40
2019-06-23T03:54:33.355-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:33
2019-06-23T03:54:26.354-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:26
2019-06-23T03:54:19.338-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:19
2019-06-23T03:54:12.337-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:12
2019-06-23T03:54:07.301-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:07
2019-06-23T03:54:05.368-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:54:05
2019-06-23T03:53:58.358-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:58
2019-06-23T03:53:51.364-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:51
2019-06-23T03:53:44.355-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:44
2019-06-23T03:53:37.361-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:37
2019-06-23T03:53:30.663-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:30
2019-06-23T03:53:23.669-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:23
2019-06-23T03:53:16.660-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:16
2019-06-23T03:53:09.666-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:53:09
2019-06-23T03:19:32.093-0400,ORA-00942,table or view does not exist,2019-06-23,03:19:32
2019-06-23T03:19:32.093-0400,ORA-00942,table or view does not exist,2019-06-23,03:19:32
2019-06-23T03:00:34.017-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:00:34
2019-06-23T03:00:27.009-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:00:27
2019-06-23T03:00:20.001-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:00:20
2019-06-23T03:00:12.992-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:00:12
2019-06-23T03:00:09.309-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:00:09
2019-06-23T03:00:02.301-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:00:02
2019-06-23T02:59:55.292-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:59:55
2019-06-23T02:59:48.284-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:59:48
2019-06-23T02:59:33.971-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:33
2019-06-23T02:59:26.963-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:26
2019-06-23T02:59:19.954-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:19
2019-06-23T02:59:12.946-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:12
2019-06-23T02:59:04.159-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:04
2019-06-23T02:58:57.150-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:58:57
2019-06-23T03:02:21.725-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:02:21
2019-06-23T03:02:14.352-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:02:14
2019-06-23T03:02:06.980-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:02:06
2019-06-23T03:01:59.607-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:59
2019-06-23T03:01:54.303-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:54
2019-06-23T03:01:52.218-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:52
2019-06-23T03:01:44.845-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:44
2019-06-23T03:01:37.472-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:37
2019-06-23T03:01:30.099-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:30
2019-06-23T03:01:22.727-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:22
2019-06-23T03:01:20.444-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:20
2019-06-23T03:01:20.444-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:20
2019-06-23T03:01:09.738-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:09
2019-06-23T03:01:02.365-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:01:02
2019-06-23T03:00:53.219-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:53
2019-06-23T03:00:46.002-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:46
2019-06-23T03:00:37.001-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:37
2019-06-23T03:00:29.997-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:29
2019-06-23T03:00:22.992-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:22
2019-06-23T03:00:15.988-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:15
2019-06-23T03:00:08.437-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:08
2019-06-23T03:00:01.433-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,03:00:01
2019-06-23T02:59:54.428-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:54
2019-06-23T02:59:47.424-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:59:47
2019-06-23T02:59:10.576-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:59:10
2019-06-23T02:59:03.327-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:59:03
2019-06-23T03:02:26.991-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:02:26
2019-06-23T03:02:19.443-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,03:02:19
2019-06-23T02:58:50.142-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:58:50
2019-06-23T02:58:43.134-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:58:43
2019-06-23T02:58:56.062-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:56
2019-06-23T02:58:48.813-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:48
2019-06-23T02:58:43.599-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:43
2019-06-23T02:58:41.597-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:41
2019-06-23T02:58:34.332-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:34
2019-06-23T02:58:27.083-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:27
2019-06-23T02:58:19.818-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:19
2019-06-23T02:58:12.569-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:12
2019-06-23T02:58:06.240-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:58:06
2019-06-23T02:57:58.992-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:57:58
2019-06-23T02:57:51.727-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:57:51
2019-06-23T02:57:44.478-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:57:44
2019-06-23T02:57:32.176-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:57:32
2019-06-23T02:57:24.927-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:57:24
2019-06-23T02:57:17.678-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:57:17
2019-06-23T02:57:10.602-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:57:10
2019-06-23T02:57:01.600-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:57:01
2019-06-23T02:56:54.596-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:54
2019-06-23T02:56:47.591-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:47
2019-06-23T02:56:40.587-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:40
2019-06-23T02:56:32.413-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:32
2019-06-23T02:56:25.408-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:25
2019-06-23T02:56:18.404-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:18
2019-06-23T02:56:11.399-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:56:11
2019-06-23T02:45:15.854-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:45:15
2019-06-23T02:45:08.375-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:45:08
2019-06-23T02:45:00.879-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:45:00
2019-06-23T02:44:53.399-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:53
2019-06-23T02:44:53.249-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:53
2019-06-23T02:44:45.770-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:45
2019-06-23T02:44:08.357-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-23,02:44:08
2019-06-23T02:44:00.029-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-23,02:44:00
2019-06-23T02:43:51.701-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:51
2019-06-23T02:43:43.373-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:43
2019-06-23T02:43:33.302-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:33
2019-06-23T02:43:24.881-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:24
2019-06-23T02:43:16.553-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:16
2019-06-23T02:43:08.225-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:08
2019-06-23T02:51:50.173-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:50
2019-06-23T02:51:48.190-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:48
2019-06-23T02:51:40.992-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:40
2019-06-23T02:51:33.810-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:33
2019-06-23T02:51:26.612-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:26
2019-06-23T02:51:19.430-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:19
2019-06-23T02:51:14.247-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:14
2019-06-23T02:51:12.280-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:12
2019-06-23T02:51:05.082-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:51:05
2019-06-23T02:50:57.900-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:50:57
2019-06-23T02:50:50.702-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:50:50
2019-06-23T02:50:43.520-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:50:43
2019-06-23T02:50:36.322-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:50:36
2019-06-23T02:50:29.140-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:50:29
2019-06-23T02:50:19.924-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:50:19
2019-06-23T02:50:12.919-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:50:12
2019-06-23T02:50:04.636-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:50:04
2019-06-23T02:49:57.631-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:49:57
2019-06-23T02:49:50.627-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:49:50
2019-06-23T02:49:43.622-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:49:43
2019-06-23T02:44:59.258-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:59
2019-06-23T02:44:51.842-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:51
2019-06-23T02:44:46.490-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:46
2019-06-23T02:44:40.494-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:40
2019-06-23T02:44:33.029-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:33
2019-06-23T02:44:25.613-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:25
2019-06-23T02:44:13.082-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:13
2019-06-23T02:44:13.082-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:44:13
2019-06-23T02:43:41.582-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:41
2019-06-23T02:43:33.430-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:33
2019-06-23T02:43:23.172-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:23
2019-06-23T02:43:15.020-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:15
2019-06-23T02:43:06.868-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:43:06
2019-06-23T02:42:58.716-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:42:58
2019-06-23T02:37:59.612-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:59
2019-06-23T02:37:52.608-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:52
2019-06-23T02:37:45.603-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:45
2019-06-23T02:37:38.599-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:38
2019-06-23T02:37:32.172-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:32
2019-06-23T02:37:25.167-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:25
2019-06-23T02:37:14.200-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:37:14
2019-06-23T02:37:07.196-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:37:07
2019-06-23T02:36:58.257-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:58
2019-06-23T02:36:51.253-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:51
2019-06-23T02:36:44.248-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:44
2019-06-23T02:36:37.244-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:37
2019-06-23T02:36:27.978-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:27
2019-06-23T02:36:20.973-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:20
2019-06-23T02:36:13.641-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:13
2019-06-23T02:36:06.637-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:06
2019-06-23T02:35:58.681-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:58
2019-06-23T02:35:51.676-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:51
2019-06-23T02:35:44.672-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:44
2019-06-23T02:35:37.667-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:37
2019-06-23T02:38:24.806-0400,ORA-00001,unique constraint (DTV.PK_LOC_ORG_HIERARCHY) violated,2019-06-23,02:38:24
2019-06-23T02:38:24.791-0400,ORA-00001,unique constraint (DTV.PK_LOC_ORG_HIERARCHY) violated,2019-06-23,02:38:24
2019-06-23T02:38:01.359-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:38:01
2019-06-23T02:37:54.355-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:54
2019-06-23T02:37:45.712-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:45
2019-06-23T02:37:38.708-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:38
2019-06-23T02:37:33.607-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:33
2019-06-23T02:37:31.797-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:31
2019-06-23T02:37:24.793-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:24
2019-06-23T02:37:17.788-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-23,02:37:17
2019-06-23T02:37:10.597-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:37:10
2019-06-23T02:37:03.592-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:37:03
2019-06-23T02:36:54.607-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:54
2019-06-23T02:36:47.602-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:47
2019-06-23T02:36:40.598-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:40
2019-06-23T02:36:33.594-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:33
2019-06-23T02:36:27.447-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:27
2019-06-23T02:36:20.443-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:20
2019-06-23T02:36:10.568-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:10
2019-06-23T02:36:03.563-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:36:03
2019-06-23T02:35:54.578-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:54
2019-06-23T02:35:47.573-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:47
2019-06-23T02:35:40.569-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:40
2019-06-23T02:35:33.565-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-23,02:35:33
2019-06-22T05:59:55.744-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,05:59:55
2019-06-22T05:59:48.492-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,05:59:48
2019-06-22T05:59:42.598-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,05:59:42
2019-06-22T05:59:35.346-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,05:59:35
2019-06-22T05:59:24.638-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-22,05:59:24
2019-06-22T05:59:17.387-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-22,05:59:17
2019-06-22T05:59:08.084-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:59:08
2019-06-22T05:59:00.833-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:59:00
2019-06-22T05:58:53.581-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:58:53
2019-06-22T05:58:46.330-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:58:46
2019-06-22T05:58:37.091-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:58:37
2019-06-22T05:58:29.840-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:58:29
2019-06-22T05:58:22.588-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:58:22
2019-06-22T05:58:15.337-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:58:15
2019-06-22T05:15:28.369-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-22,05:15:28
2019-06-22T05:15:21.233-0400,ORA-12528,TNS:listener: all appropriate instances are blocking new connections,2019-06-22,05:15:21
2019-06-22T05:15:12.063-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:15:12
2019-06-22T05:15:04.927-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:15:04
2019-06-22T05:14:57.791-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:14:57
2019-06-22T05:14:50.655-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:14:50
2019-06-22T05:14:41.528-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:14:41
2019-06-22T05:14:34.524-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:14:34
2019-06-22T05:14:27.519-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:14:27
2019-06-22T05:14:20.515-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,05:14:20
2019-06-22T06:06:09.298-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,06:06:09
2019-06-22T06:06:02.291-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,06:06:02
2019-06-22T06:05:55.284-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,06:05:55
2019-06-22T06:05:48.277-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,06:05:48
2019-06-22T03:52:44.722-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:44
2019-06-22T03:52:37.697-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:37
2019-06-22T03:52:30.656-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:30
2019-06-22T03:52:23.631-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:23
2019-06-22T03:52:18.577-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:18
2019-06-22T03:52:16.637-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:16
2019-06-22T03:52:09.596-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:09
2019-06-22T03:52:02.571-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:52:02
2019-06-22T03:51:55.530-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:55
2019-06-22T03:51:48.505-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:48
2019-06-22T03:51:42.826-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:42
2019-06-22T03:51:40.886-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:40
2019-06-22T03:51:33.845-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:33
2019-06-22T03:51:26.820-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:26
2019-06-22T03:51:19.779-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:19
2019-06-22T03:51:12.754-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:12
2019-06-22T03:51:07.700-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:07
2019-06-22T03:51:06.198-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:51:06
2019-06-22T03:50:59.157-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:50:59
2019-06-22T03:50:52.132-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,03:50:52
2019-06-22T03:50:44.614-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,03:50:44
2019-06-22T03:50:37.552-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,03:50:37
2019-06-22T03:50:29.278-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,03:50:29
2019-06-22T03:50:22.216-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,03:50:22
2019-06-22T03:50:15.154-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,03:50:15
2019-06-22T03:50:08.092-0400,ORA-12505,TNS:listener does not currently know of SID given in connect descriptor,2019-06-22,03:50:08
2019-06-22T04:37:53.134-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:53
2019-06-22T04:37:46.088-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:46
2019-06-22T04:37:41.224-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:41
2019-06-22T04:37:34.178-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:34
2019-06-22T04:37:27.116-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:27
2019-06-22T04:37:20.070-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:20
2019-06-22T04:37:09.243-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:09
2019-06-22T04:37:02.197-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:37:02
2019-06-22T04:36:55.136-0400,ORA-01033,ORACLE initialization or shutdown in progress,2019-06-22,04:36:55
